months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_age_days,incident_month,incident_dayofweek,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,no_witness_high_severity,no_police_but_injury,collision_type_missing,property_damage_missing,police_report_available_missing
97,28,OH,100/300,1000,830.31,0,MALE,JD,farming-fishing,video-games,husband,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,22,1,,1,0,,45270,10060,10060,25150,Jeep,Wrangler,2006,0,1797,1,1,54.52180510893522,0.2222222222222222,0.2222222222222222,0.5555555555555556,1,0,0,1,1
214,36,IL,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,17,3,NO,0,3,,47080,4280,8560,34240,Saab,93,2006,0,5354,1,5,47.679812035405405,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,0,1
438,57,OH,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,chess,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,14,1,,0,0,NO,40700,4070,4070,32560,Volkswagen,Passat,2000,1,8503,1,3,36.36233683853157,0.1,0.1,0.8,0,0,0,1,0
87,27,OH,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,polo,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,2,1,,2,1,YES,34650,6300,3150,25200,Ford,F150,1996,0,4059,2,4,33.05067770581558,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,1,0
27,28,OH,500/1000,1000,1074.47,0,MALE,MD,protective-serv,camping,wife,0,0,Parked Car,,Trivial Damage,Police,WV,Riverwood,4,1,,2,0,,3200,400,400,2400,Jeep,Grand Cherokee,2012,0,8240,2,4,2.9782125140767075,0.125,0.125,0.75,0,0,1,1,1
206,42,IL,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,2,1,,1,1,NO,78980,7180,14360,57440,Saab,92x,1997,1,7755,1,5,64.17173128798466,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,0,1,0
127,31,OH,500/1000,500,1255.02,0,MALE,Associate,sales,reading,not-in-family,58200,0,Parked Car,,Minor Damage,,SC,Riverwood,10,1,YES,1,0,NO,6160,560,1120,4480,Nissan,Ultima,1996,0,4571,1,1,4.908288314130452,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,1,0,0
422,60,IN,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,11,1,YES,1,1,NO,85250,15500,7750,62000,Mercedes,E400,1999,0,1553,2,5,54.80482411026538,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,1,0,0,0
303,50,IL,100/300,2000,836.11,5000000,MALE,Masters,sales,camping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,1,4,YES,1,2,NO,72840,12140,6070,54630,Dodge,Neon,2010,0,6532,1,1,87.11772374448338,0.16666666666666666,0.08333333333333333,0.75,0,1,0,0,0
228,40,IN,100/300,500,1450.98,0,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,Parked Car,,Trivial Damage,Police,WV,Northbend,20,1,,0,2,NO,6050,1100,1100,3850,Toyota,Camry,2010,0,6532,1,6,4.169595721512357,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,1,1,0
239,39,IN,250/500,2000,625.08,0,FEMALE,JD,protective-serv,hiking,wife,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,10,1,NO,2,3,YES,87890,15980,7990,63920,BMW,X6,2014,1,8904,1,5,140.60600243168872,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,0
330,47,IL,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,chess,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,20,2,,0,2,YES,60500,11000,5500,44000,Ford,F150,1999,1,277,3,6,53.385336239378084,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,1,0
128,35,IN,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,10,3,,2,1,NO,88220,16040,16040,56140,Chevrolet,Malibu,2008,0,3815,1,3,64.55436850578077,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,1,0,1,0
147,37,OH,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,2,2,NO,1,2,NO,53680,9760,4880,39040,Accura,MDX,2004,0,2006,1,3,37.280366692131395,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,1,0,0,0
287,45,OH,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,golf,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,19,1,NO,0,2,NO,53800,5380,5380,43040,Accura,MDX,2006,0,2746,1,5,43.71531417334991,0.1,0.1,0.8,0,0,0,0,0
142,29,OH,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,dancing,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,10,1,YES,1,2,NO,54360,4530,9060,40770,Mercedes,E400,1995,1,1831,1,3,41.56980300991068,0.08333333333333333,0.16666666666666666,0.75,0,1,0,0,0
162,35,IL,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,14,1,YES,0,3,YES,54340,9880,4940,39520,Toyota,Camry,2001,0,5394,2,4,48.31553583654162,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,0
140,35,OH,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,chess,wife,0,-42900,Parked Car,,Trivial Damage,,SC,Columbus,5,1,,0,2,YES,2860,520,260,2080,Chevrolet,Tahoe,1997,1,2497,1,2,1.880613895500993,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,1,1,0
106,28,OH,100/300,2000,1609.11,0,MALE,High School,craft-repair,polo,own-child,0,0,Vehicle Theft,,Minor Damage,Police,WV,Hillsdale,8,1,YES,2,1,YES,5490,0,1220,4270,Saab,95,1999,0,9022,1,6,3.4118239275127245,0.0,0.2222222222222222,0.7777777777777778,0,0,1,0,0
292,45,IL,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,dancing,unmarried,0,0,Vehicle Theft,,Trivial Damage,Police,WV,Northbend,4,1,NO,0,2,,7370,670,1340,5360,Suburu,Impreza,1997,0,8739,1,4,5.423464394257162,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,1,0,1
34,34,OH,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,4,3,,1,0,NO,50800,5080,5080,40640,Audi,A3,1997,1,8335,1,1,39.201463109725516,0.1,0.1,0.8,1,1,0,1,0
290,48,IL,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,20,2,,1,1,,41520,5190,5190,31140,Nissan,Ultima,2014,0,660,2,4,35.76134983592155,0.125,0.125,0.75,0,0,0,1,1
182,38,OH,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,18,1,,2,3,YES,89650,8150,16300,65200,Dodge,RAM,2005,0,2099,1,3,62.21115012560199,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,1,0
362,55,OH,100/300,1000,1097.99,0,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,0,3,NO,0,3,NO,39690,0,0,39690,Suburu,Legacy,1998,0,2269,2,1,36.147870199182144,0.0,0.0,1.0,0,0,0,0,0
143,32,IL,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,golf,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,1,1,,2,0,NO,62260,5660,5660,50940,Saab,92x,1995,0,5307,1,3,42.51512544215457,0.09090909090909091,0.09090909090909091,0.8181818181818182,1,1,0,1,0
183,38,IL,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,17,1,NO,0,1,YES,51920,9440,4720,37760,Audi,A3,2001,1,227,1,5,33.63391376451078,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,0
254,40,IL,250/500,500,1390.89,5000000,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,23,1,,2,2,,53460,9720,4860,38880,Volkswagen,Jetta,2009,0,7251,2,5,38.43582166814054,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,1,1
249,43,OH,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,4,3,YES,2,1,YES,57100,5710,5710,45680,Honda,CRV,2014,0,8919,2,0,49.71355935154713,0.1,0.1,0.8,0,0,0,0,0
169,36,IN,250/500,500,1616.26,0,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,0,3,NO,2,3,,77440,14080,7040,56320,Dodge,Neon,2004,0,5904,2,0,47.913083291054654,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,1
235,40,IL,500/1000,500,1398.94,0,MALE,College,craft-repair,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,11,1,NO,1,2,NO,68300,6830,13660,47810,Suburu,Forrestor,2003,0,7047,1,5,48.822680029164935,0.1,0.2,0.7,0,1,0,0,0
112,32,OH,500/1000,1000,1238.92,0,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,Parked Car,,Trivial Damage,,NY,Arlington,4,1,,0,2,,5060,460,920,3680,Honda,CRV,2012,0,5531,2,2,4.0842023698059595,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,1,1,1
16,32,IL,100/300,1000,968.46,0,MALE,MD,tech-support,chess,not-in-family,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,0,3,,0,2,,59400,6600,13200,39600,Dodge,RAM,1995,1,4566,1,1,61.33448980856205,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,0,1,1
128,31,IL,100/300,500,1045.12,0,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,2,3,NO,0,2,,69930,0,15540,54390,Ford,Escape,2013,1,7839,1,0,66.91097672994489,0.0,0.2222222222222222,0.7777777777777778,0,0,0,0,1
103,27,IN,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,11,3,YES,1,1,NO,77700,7770,15540,54390,Jeep,Wrangler,2008,0,2623,2,4,50.54217376880696,0.1,0.2,0.7,0,1,0,0,0
356,54,OH,500/1000,500,912.3,0,MALE,College,prof-specialty,yachting,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,23,3,NO,2,1,,68750,12500,12500,43750,Audi,A5,2007,1,2526,1,5,75.35898279074866,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,1
109,29,OH,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,17,3,NO,1,3,YES,91080,16560,16560,57960,Jeep,Wrangler,1995,0,3065,2,5,90.42172980700501,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,0
2,20,IN,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,golf,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,22,1,NO,1,3,YES,48360,4030,8060,36270,Audi,A5,2000,0,4347,2,6,40.63933847627691,0.08333333333333333,0.16666666666666666,0.75,0,0,0,0,0
198,34,OH,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,18,1,YES,1,1,YES,95000,9500,9500,76000,Ford,F150,2001,0,4290,2,2,60.263510127441464,0.1,0.1,0.8,0,0,0,0,0
107,32,OH,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0,Vehicle Theft,,Trivial Damage,Police,SC,Arlington,8,1,,1,3,NO,3900,780,390,2730,Ford,F150,2010,0,4677,2,1,3.325318463191283,0.2,0.1,0.7,0,1,1,1,0
252,39,IL,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,15,3,,0,3,NO,59400,11880,5940,41580,Jeep,Grand Cherokee,2010,1,4011,2,5,45.266799774428065,0.2,0.1,0.7,0,0,0,1,0
303,43,OH,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,20,1,,2,0,,60210,6690,6690,46830,Nissan,Maxima,2013,0,5838,1,3,89.73040640228909,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,1
101,32,IL,250/500,500,895.14,0,MALE,JD,sales,video-games,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,4,1,,0,3,YES,43600,8720,4360,30520,Suburu,Legacy,2010,0,4735,1,5,48.70746475411668,0.2,0.1,0.7,0,0,0,1,0
446,57,IN,100/300,2000,1373.21,0,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,10,3,NO,0,0,NO,62800,6280,12560,43960,Jeep,Wrangler,2012,0,8102,2,5,45.73226236336758,0.1,0.2,0.7,1,0,0,0,0
330,48,OH,250/500,1000,1625.65,0,MALE,College,farming-fishing,skydiving,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,10,1,YES,1,3,,59500,11900,5950,41650,Dodge,Neon,2006,0,6091,2,3,36.60074431765755,0.2,0.1,0.7,0,0,0,0,1
211,37,OH,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,22,3,YES,1,0,,53460,5940,5940,41580,Honda,CRV,2009,0,1485,1,4,41.26177998348294,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0,0,0,1
172,33,IL,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,reading,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,15,3,NO,0,1,NO,41690,7580,7580,26530,Saab,95,1999,0,1048,1,2,28.55557686511959,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,0
316,46,OH,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,paintball,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,13,1,,0,1,YES,63100,6310,12620,44170,Accura,TL,2000,0,1343,2,4,51.72385527157073,0.1,0.2,0.7,0,0,0,1,0
435,60,OH,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,chess,other-relative,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,23,1,NO,2,1,,62880,5240,10480,47160,Mercedes,E400,2007,1,3006,2,4,59.070540822365636,0.08333333333333333,0.16666666666666666,0.75,0,0,0,0,1
344,51,IL,100/300,1000,959.83,0,FEMALE,Masters,sales,paintball,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,18,3,,2,2,YES,75400,17400,11600,46400,BMW,X6,2006,1,2411,2,0,78.55557755019117,0.23076923076923078,0.15384615384615385,0.6153846153846154,0,0,0,1,0
204,40,OH,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,hiking,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,7,1,YES,1,1,NO,46200,4200,8400,33600,Audi,A5,1997,0,7851,2,4,26.14571425337574,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,0,0,0
278,47,IN,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,21,1,NO,2,2,YES,58500,5850,5850,46800,Toyota,Camry,2010,0,2478,2,0,45.52493754912413,0.1,0.1,0.8,0,0,0,0,0
434,57,OH,500/1000,2000,1422.95,0,MALE,JD,transport-moving,bungie-jumping,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,15,3,NO,1,3,NO,66240,11040,11040,44160,Nissan,Maxima,2003,0,5321,1,5,46.55117888892793,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,1,0,0,0
209,36,IN,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,17,3,,1,3,,65440,8180,8180,49080,Jeep,Wrangler,2014,0,1827,1,0,53.49071023958018,0.125,0.125,0.75,0,0,0,1,1
250,43,IL,500/1000,2000,1539.06,0,MALE,Masters,sales,exercise,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,2,1,NO,0,3,,64200,10700,10700,42800,Ford,F150,2002,0,9064,1,1,41.713773342169894,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,1
61,25,IN,100/300,2000,988.06,0,FEMALE,Masters,other-service,dancing,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,1,3,YES,1,0,NO,32320,4040,4040,24240,Dodge,RAM,2000,0,6216,2,3,32.71056413578123,0.125,0.125,0.75,0,1,0,0,0
80,28,IL,500/1000,1000,1740.57,0,FEMALE,College,farming-fishing,golf,wife,0,-18600,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,3,1,,0,1,,33480,3720,3720,26040,Dodge,Neon,2011,0,46,1,1,19.235078164049707,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,1
25,38,OH,250/500,1000,1540.91,7000000,MALE,College,adm-clerical,polo,wife,40900,0,Vehicle Theft,,Trivial Damage,,VA,Northbend,0,1,NO,1,1,YES,4320,480,960,2880,Toyota,Corolla,1995,0,7019,2,1,2.80353816900403,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,1,0,0
4,29,IL,250/500,500,1381.88,5000000,MALE,High School,tech-support,exercise,other-relative,0,-77800,Vehicle Theft,,Trivial Damage,Police,SC,Hillsdale,4,1,NO,0,2,,4200,840,420,2940,Jeep,Wrangler,2008,0,4653,2,5,3.0393377138391173,0.2,0.1,0.7,0,0,1,0,1
32,29,OH,100/300,500,1446.98,0,MALE,MD,adm-clerical,sleeping,own-child,0,-45700,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,11,3,YES,2,0,NO,57970,10540,5270,42160,Saab,93,2006,0,4569,2,2,40.06275138564458,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,1,0,0,0
125,31,IN,500/1000,500,1220.86,0,MALE,JD,other-service,paintball,husband,55400,-40400,Parked Car,,Trivial Damage,,NY,Arlington,4,1,YES,1,2,,4320,0,960,3360,Saab,93,2003,0,783,1,5,3.538489261668005,0.0,0.2222222222222222,0.7777777777777778,0,0,1,0,1
276,45,IL,500/1000,500,948.1,0,FEMALE,High School,machine-op-inspct,reading,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,11,3,,0,2,,69300,13860,6930,48510,Ford,Escape,2010,0,5403,1,1,73.09355553211687,0.2,0.1,0.7,0,0,0,1,1
148,30,OH,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,camping,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,4,3,NO,2,2,NO,32480,4060,4060,24360,Dodge,Neon,1997,0,4660,1,3,22.076615643946603,0.125,0.125,0.75,0,1,0,0,0
222,38,IN,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,hiking,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,20,1,,2,2,YES,60480,6720,6720,47040,Accura,TL,2001,0,2441,2,6,52.22933236612347,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,0
32,38,IL,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,polo,unmarried,0,0,Parked Car,,Trivial Damage,Police,NC,Springfield,22,1,YES,0,0,NO,2640,440,440,1760,Honda,CRV,2015,0,7594,1,2,4.6634046386744625,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,1,0,0
78,27,OH,500/1000,500,1060.88,0,MALE,JD,other-service,skydiving,other-relative,0,-66500,Parked Car,,Trivial Damage,Police,SC,Northbend,4,1,NO,0,3,NO,6050,550,1100,4400,Volkswagen,Passat,2009,0,8375,2,1,5.702812759218761,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,1,0,0
238,43,OH,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,chess,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,21,4,NO,0,0,NO,42700,4270,4270,34160,Saab,92x,1995,1,6855,2,0,28.010102004001443,0.1,0.1,0.8,1,0,0,0,0
313,47,IN,250/500,1000,1556.17,0,MALE,College,prof-specialty,reading,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,20,1,YES,1,3,NO,40260,3660,7320,29280,Accura,MDX,1996,1,675,2,5,25.87120944369831,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,0,0,0
334,50,OH,500/1000,500,1216.24,0,MALE,Masters,priv-house-serv,polo,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,7,1,NO,2,0,,50000,5000,10000,35000,Chevrolet,Silverado,2008,0,1889,1,2,41.11030717621522,0.1,0.2,0.7,1,0,0,0,1
190,35,IN,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,golf,husband,0,0,Parked Car,,Trivial Damage,,NY,Riverwood,4,1,NO,0,1,NO,3840,640,320,2880,Saab,92x,1998,0,2280,2,0,2.586346247103831,0.16666666666666666,0.08333333333333333,0.75,0,0,1,0,0
194,41,IL,250/500,500,1203.81,0,MALE,JD,transport-moving,video-games,not-in-family,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,17,3,,0,2,,95900,13700,20550,61650,Saab,95,1999,0,8026,2,4,79.66373431023169,0.14285714285714285,0.21428571428571427,0.6428571428571429,0,0,0,1,1
290,47,IN,250/500,1000,1393.34,0,MALE,High School,exec-managerial,bungie-jumping,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,20,3,YES,1,3,YES,56160,6240,12480,37440,Audi,A5,2002,0,2369,1,3,40.306027243888785,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,0,0,0
26,42,OH,100/300,1000,1484.48,0,MALE,PhD,armed-forces,sleeping,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,10,1,NO,2,3,,63030,5730,11460,45840,Saab,92x,1996,0,1627,2,1,42.45931235179996,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,0,1
254,41,IL,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,skydiving,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,8,1,YES,2,2,NO,63470,5770,11540,46160,BMW,X6,1999,0,6956,1,2,40.1386227525976,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,0,0,0
199,38,IL,250/500,1000,1281.25,0,FEMALE,High School,tech-support,movies,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,6,1,,0,2,NO,44440,8080,4040,32320,BMW,X6,2007,1,8532,2,2,34.68487804878049,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,1,0
137,35,IN,250/500,500,1667.83,0,MALE,JD,prof-specialty,paintball,husband,48500,-67400,Parked Car,,Minor Damage,Police,WV,Northbrook,4,1,YES,1,1,NO,6600,1200,1200,4200,Jeep,Grand Cherokee,2005,0,1791,2,2,3.9572378479821086,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,1,1,0,0
